id,nLL,kernel,acq,R2,kError,lambda,beta,tau,epsilon,group
589,228.744504820639,BMT,UCB,0.724992864387219,8.38130651424327,NA,0.00901194062603698,0.00673794889973111,NA,Control
589,226.788986491327,BMT,GM,0.727343878217273,8.54117428358025,NA,NA,0.00673794699912263,NA,Control
589,407.503897328059,BMT,epsilonGreedy,0.510080123484903,8.60188056623632,NA,NA,0.0410843049114967,NA,Control
589,324.048756966178,RBF,GM,0.610413721098885,NA,0.815116543231706,NA,0.0413585933884317,NA,Control
773,630.138272740661,BMT,GM,0.24241886570226,6.73318890597706,NA,NA,0.0267787034210985,NA,Control
773,581.037927434554,RBF,UCB,0.301449552934806,NA,0.79804852637131,0.247575925062121,0.0493592304688617,NA,Control
773,668.456786982202,BMT,epsilonGreedy,0.196350590310172,16.3861861728268,NA,NA,0.134156857617406,NA,Control
773,650.766653678199,BMT,UCB,0.217618479968797,7.54238028982606,NA,0.120487510074669,0.013855693236406,NA,Control
773,705.306987232109,RBF,epsilonGreedy,0.152047589346584,NA,0.688977452815441,NA,0.231915496157168,NA,Control
773,607.715740403013,RBF,GM,0.269376262542007,NA,1.1562982176648,NA,0.0921681955790886,NA,Control
859,804.531916000938,BMT,epsilonGreedy,0.0327548287904585,0.845863776100083,NA,NA,0.161107446228547,NA,Control
859,770.292257722037,RBF,epsilonGreedy,0.0739193164577118,NA,0.78864508528864,NA,0.301487048047729,NA,Control
859,773.420682035456,RBF,UCB,0.0701581812554062,NA,0.978605998015147,0.164702484562401,0.0786924017841748,NA,Control
859,709.023642360789,RBF,GM,0.14757925607755,NA,1.33882590563165,NA,0.112827876493242,NA,Control
859,827.510798856466,BMT,UCB,0.00512856183976029,6.74481062132915,NA,0.213009520097798,0.0109970363728206,NA,Control
859,738.764103777518,BMT,GM,0.111823909244496,6.6776913894392,NA,NA,0.0357898663744601,NA,Control
915,736.323933127631,RBF,UCB,0.114757594324092,NA,0.483107613449855,0.435578008470991,0.0230707262963566,NA,Control
915,778.749484027168,RBF,epsilonGreedy,0.0637516510826381,NA,0.224841260457476,NA,4.26680760995118,NA,Control
915,766.91586649273,BMT,UCB,0.0779785688598967,0.874679297047192,NA,0.199276472333092,0.0304390838323443,NA,Control
915,792.317631099857,BMT,GM,0.0474394023361204,17.5551337383898,NA,NA,0.0067379471503278,NA,Control
915,815.673996209575,BMT,epsilonGreedy,0.0193593089053025,24.5825178911921,NA,NA,0.354801759659008,NA,Control
915,751.736530014723,RBF,GM,0.0962278634105683,NA,1.25595068520401,NA,0.145590101829082,NA,Control
1154,561.218675855825,RBF,UCB,0.325277166240442,NA,0.524745343551663,0.38812659504045,0.0206512955947494,NA,Control
1154,695.932053426378,BMT,GM,0.163318564771743,6.99573436575715,NA,NA,0.0361451155592951,NA,Control
1154,649.38611723151,RBF,GM,0.219278224206634,NA,1.15367978472888,NA,0.10748033498961,NA,Control
1154,703.876061324972,RBF,epsilonGreedy,0.153767914105006,NA,0.771261473930982,NA,0.324381067682516,NA,Control
1154,715.667416432316,BMT,epsilonGreedy,0.139591806156067,0.502436253492142,NA,NA,0.169433261386265,NA,Control
1154,653.965371477585,BMT,UCB,0.213772834713483,6.90634994967676,NA,0.291436185559552,0.00674077153823481,NA,Control
1155,743.953311985202,BMT,epsilonGreedy,0.105585205121691,12.6630731397123,NA,NA,0.20290219884707,NA,Control
1155,672.456438218927,RBF,GM,0.191542026139748,NA,1.14082235378574,NA,0.112644619621108,NA,Control
1155,724.974511419601,RBF,epsilonGreedy,0.128402389670035,NA,0.713342458161239,NA,0.384083687628995,NA,Control
1155,642.025008057887,RBF,UCB,0.228128087290158,NA,0.570106903066284,0.363451087393798,0.0333477721514071,NA,Control
1155,720.46617907931,BMT,GM,0.13382251359505,6.29017931266491,NA,NA,0.0400315238868802,NA,Control
1155,757.012399482925,BMT,UCB,0.0898849711454407,5.5421957861204,NA,0.228029111888469,0.0174933148297564,NA,Control
1175,587.02194287526,RBF,UCB,0.294255295100714,NA,0.478129291715943,0.387937384683484,0.021965842080049,NA,Control
1175,714.302101328145,BMT,epsilonGreedy,0.141233250597767,5.97379968058595,NA,NA,0.202913528283544,NA,Control
1175,673.982737320794,RBF,epsilonGreedy,0.189707039352101,NA,0.876455111911279,NA,0.284646471897423,NA,Control
1175,630.732695245163,RBF,GM,0.241704223702728,NA,1.2053662080294,NA,0.108034763134555,NA,Control
1175,695.335688797277,BMT,GM,0.164035541682548,4.96407812955887,NA,NA,0.0538411481149766,NA,Control
1175,642.989830244935,BMT,UCB,0.226968133802997,4.14620305191619,NA,0.274194277109131,0.0111233073508808,NA,Control
1194,774.160584045248,RBF,UCB,0.0692686371218472,NA,0.562295697827466,0.358833983290633,0.057258620082738,NA,Control
1194,819.992695021441,BMT,epsilonGreedy,0.0141671711061588,14.8857966452233,NA,NA,0.150990104377501,NA,Control
1194,803.104444325219,RBF,epsilonGreedy,0.0344710007134338,NA,0.770873680857641,NA,0.376528792797235,NA,Control
1194,793.924145645653,BMT,GM,0.0455079768625076,18.5272051184341,NA,NA,0.00677238822164095,NA,Control
1194,786.975627997847,RBF,GM,0.0538618034891902,NA,1.25194562494101,NA,0.179836694171524,NA,Control
1194,811.184975659645,BMT,UCB,0.0247562153101627,8.35256916349602,NA,0.208600677466479,0.0213462253882147,NA,Control
1196,643.056961652191,RBF,UCB,0.22688742534605,NA,0.643697804888246,0.34401585831668,0.0412161103815542,NA,Control
1196,741.537069303911,BMT,epsilonGreedy,0.108490122899926,1.6001041915348,NA,NA,0.0505383793816786,NA,Control
1196,722.061632395937,RBF,epsilonGreedy,0.131904386438493,NA,0.975434567988307,NA,0.286991308550377,NA,Control
1196,680.276602321366,BMT,GM,0.182140266165143,7.55199441020738,NA,NA,0.0234004325900885,NA,Control
1196,689.716857687364,RBF,GM,0.170790758164101,NA,1.13717492631527,NA,0.127718433799038,NA,Control
1196,662.263968712848,BMT,UCB,0.203795880482108,8.31312917191637,NA,0.226371004690501,0.00673803606070608,NA,Control
1214,835.061286362826,BMT,epsilonGreedy,-0.00394898056167303,6.16378708682815,NA,NA,8.33670114433205,NA,Control
1214,677.637986564511,RBF,epsilonGreedy,0.185312531054498,NA,0.147898775784278,NA,5.43178749931136,NA,Control
1214,831.776803667475,BMT,GM,-2.24814616034408e-7,54.5981500139915,NA,NA,54.5981499857011,NA,Control
1214,635.658153322049,RBF,UCB,0.235782612084703,NA,0.414288032625459,0.536396633753932,0.00673794732796621,NA,Control
1214,784.328942278142,BMT,UCB,0.0570437704580324,0.785674963184726,NA,13.4855650272223,0.189887968997912,NA,Control
1214,787.745298590822,RBF,GM,0.0529364701995213,NA,1.39273685441161,NA,0.203710590518179,NA,Control
1288,566.97706602399,BMT,GM,0.318354165457847,14.1242570950242,NA,NA,0.00673794699977191,NA,Control
1288,677.551241928066,RBF,epsilonGreedy,0.185416819435184,NA,0.165464988775286,NA,0.387620725518793,NA,Control
1288,538.249958153672,BMT,UCB,0.352891212177504,6.84508791644821,NA,0.291307086060791,0.00673797195490366,NA,Control
1288,645.081198327878,RBF,UCB,0.22445379516805,NA,0.384178141616293,0.375679246130543,0.0306296664360454,NA,Control
1288,688.035223194507,RBF,GM,0.172812496283627,NA,0.67634484503338,NA,0.116736788760335,NA,Control
1288,680.01373224235,BMT,epsilonGreedy,0.182456300631306,0.187679411484374,NA,NA,0.190659962383384,NA,Control
1300,508.201914604568,BMT,UCB,0.389016348358094,8.3650585377511,NA,0.146584089036584,0.00673796943303808,NA,Control
1300,608.247348199602,BMT,epsilonGreedy,0.268737139265476,2.86943353493346,NA,NA,0.131856707025921,NA,Control
1300,543.979101526142,RBF,GM,0.346003373234167,NA,1.20161769529826,NA,0.0793701600638204,NA,Control
1300,518.472866239029,BMT,GM,0.376668139201222,11.2414571400932,NA,NA,0.00673794699918843,NA,Control
1300,607.61510489527,RBF,epsilonGreedy,0.269497251165305,NA,0.956185055995981,NA,0.222017851871093,NA,Control
1300,532.347245393402,RBF,UCB,0.359987724200032,NA,0.76875604535142406,0.219380220263731,0.0478024497723422,NA,Control
1319,838.2468775477,BMT,epsilonGreedy,-0.0077788443989375,4.93940853561114,NA,NA,3.86911042003905,NA,Control
1319,832.396294327073,BMT,GM,-7.45004900015278e-4,35.218201336605,NA,NA,34.6662162471483,NA,Control
1319,789.539319453909,RBF,epsilonGreedy,0.0507796160308323,NA,0.407692223587152,NA,2.01529420664611,NA,Control
1319,697.543290632443,RBF,UCB,0.161381461499338,NA,0.403854500876754,0.49514336707813,0.00673804303518069,NA,Control
1319,812.222294389199,RBF,GM,0.0235091031543729,NA,1.40833046764123,NA,0.192628189632793,NA,Control
1319,794.749377375415,BMT,UCB,0.0445158454257475,0.324167436234996,NA,0.242445687345581,0.0102607333569275,NA,Control
1325,622.194888755834,RBF,UCB,0.251968766271248,NA,0.402091995796024,0.5539257744207,0.00673794844582576,NA,Control
1325,831.776859887431,BMT,GM,-2.92404825685821e-7,54.59815000316,NA,NA,54.5981499406671,NA,Control
1325,754.770771816508,RBF,epsilonGreedy,0.0925799587436565,NA,0.150297497352215,NA,4.06872875588497,NA,Control
1325,836.975951930758,BMT,epsilonGreedy,-0.00625087932818658,0.664224964791972,NA,NA,16.5977366678554,NA,Control
1325,784.328942278142,BMT,UCB,0.0570437704580324,0.234533085471259,NA,12.5876387247571,0.0633353157708335,NA,Control
1325,787.708129963778,RBF,GM,0.0529811560277815,NA,1.36523118608322,NA,0.21686521505857,NA,Control
1345,794.462117738162,BMT,UCB,0.0448612021375087,0.0101660337671503,NA,25.8988433634469,14.365491935101,NA,Control
1345,830.558681445389,RBF,epsilonGreedy,0.00146425759288416,NA,0.649090026851318,NA,5.0600979193745,NA,Control
1345,836.171239270017,BMT,epsilonGreedy,-0.00528341685736033,8.49210990754947,NA,NA,1.27975564565747,NA,Control
1345,830.763716370984,RBF,GM,0.00121775520091338,NA,1.87099976878747,NA,0.901952186523668,NA,Control
1345,831.776757253597,BMT,GM,-1.69013723017031e-7,54.5981499989885,NA,NA,54.5981500073435,NA,Control
1345,792.71761301659,RBF,UCB,0.0469585257296913,NA,0.756066702097962,22.1089576373044,2.63447021471309,NA,Control
1379,792.462738730786,BMT,epsilonGreedy,0.0472649472865075,2.37388650354971,NA,NA,0.217569111013826,NA,Control
1379,756.055135875223,RBF,GM,0.0910358373618209,NA,1.14585248648871,NA,0.151146618408986,NA,Control
1379,778.163578027816,RBF,epsilonGreedy,0.0644560541490486,NA,0.372253805488291,NA,0.439139590473519,NA,Control
1379,713.003898235594,RBF,UCB,0.142794009900841,NA,0.379245197672959,0.465878868711954,0.00849934843910696,NA,Control
1379,754.844574315884,BMT,GM,0.0924912299937781,17.8742876707418,NA,NA,0.00673794700172472,NA,Control
1379,736.345721313955,BMT,UCB,0.114731399567126,6.85768169986118,NA,0.296124144824594,0.00694710999211825,NA,Control
1452,559.610009534984,RBF,UCB,0.32721117867671,NA,0.527659594514749,0.32261290133263,0.0265675980087643,NA,Control
1452,646.314137013985,BMT,epsilonGreedy,0.222971499727911,10.2629345288782,NA,NA,0.19084023874236,NA,Control
1452,591.085056984343,RBF,GM,0.289370432954265,NA,1.06102677092307,NA,0.0860817686549579,NA,Control
1452,743.6441189356,RBF,epsilonGreedy,0.105956931187806,NA,0.576417406646142,NA,0.310989619182918,NA,Control
1452,656.390142455137,BMT,UCB,0.210857663826311,3.14444499399585,NA,0.198565694436433,0.0202666402264,NA,Control
1452,652.708313621307,BMT,GM,0.215284127326285,4.82729061357696,NA,NA,0.0502094687853499,NA,Control
1466,832.062826446023,BMT,GM,-3.44094518109683e-4,50.235800216608,NA,NA,47.7815369272255,NA,Control
1466,832.668567787714,BMT,epsilonGreedy,-0.00107234454287553,9.06889712591038,NA,NA,3.90159206229335,NA,Control
1466,823.179634703171,RBF,epsilonGreedy,0.0103356860441226,NA,0.207681467378318,NA,8.26176967174086,NA,Control
1466,821.958109584155,RBF,UCB,0.0118042595703932,NA,0.392771329149026,0.50267363538152,0.0159925347053218,NA,Control
1466,821.94367640786,RBF,GM,0.0118216117969477,NA,1.30681171741502,NA,0.364574337081542,NA,Control
1466,833.033762865322,BMT,UCB,-0.00151139881572693,2.7626338384687,NA,2.94690493373936,0.0791257335125847,NA,Control
